Name,Address,University,BusinessType,Neighborhood,City,State,NumRatings,Rating,Latitude,Longitude
Cass Park Rink & Pool,701 Taughannock Blvd Ithaca NY 14850,'Cornell University',,,Ithaca,NY,4,4.5,42.4556479,-76.515261
EZ Lube,8949 Monte Vista Ave Montclair CA 91763,'Harvey Mudd College','Automotive' 'Gas & Service Stations',,Montclair,CA,6,4,34.0914519,-117.697867
Heavener Hardware & Lumber,813 Kabrich St Blacksburg VA 24060,'Virginia Tech','Hardware Stores' 'Building Supplies' 'Shopping' 'Home Services' 'Home & Garden',,Blacksburg,VA,4,3.5,37.2361,-80.4217
Blacksburg Health and Fitness at the Weight Club,University Mall 801 University City Blvd Blacksburg VA 24060,'Virginia Tech','Active Life' 'Gyms' 'Fitness & Instruction',,Blacksburg,VA,5,4.5,37.2337,-80.4342
Linda's Bar and Grill,203 E Franklin St Chapel Hill NC 27514,'University of North Carolina - Chapel Hill','Bars' 'American (Traditional)' 'Nightlife' 'Restaurants',,Chapel Hill,NC,40,4,35.9142957,-79.0528438
Queen of Sheba's Ethiopian Cuisine,115 N Graham St Chapel Hill NC 27516,'University of North Carolina - Chapel Hill','Restaurants',,Chapel Hill,NC,3,4.5,35.911066,-79.0649243
Relaxtation Cafe,1108 Gayley Ave Westwood Los Angeles CA 90024,'University of California - Los Angeles','Food' 'Coffee & Tea','Westwood',Los Angeles,CA,2,4,34.0600075,-118.4461152
Chelsea Crimpers,14 Spring St Princeton NJ 08542,'Princeton University','Barbers' 'Beauty and Spas',,Princeton,NJ,2,3,40.351142,-74.659811
Central Brew,350 Massachusetts Ave Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Food' 'Coffee & Tea',,Cambridge,MA,5,4,42.3627304,-71.099245
Qdoba Mexican Grill,230 S 40th St University City Philadelphia PA 19104,'University of Pennsylvania','Mexican' 'Restaurants','University City' 'Spruce Hill',Philadelphia,PA,28,3.5,39.953101,-75.2029367
Revive + Replenish,619 E University South University Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Sandwiches' 'Restaurants','South University Ann Arbor',Ann Arbor,MI,16,3,42.2745846,-83.7357867
Jamba Juice,University of Pennsylvania 1920 Commons Building University City Philadelphia PA 19104,'University of Pennsylvania','Food' 'Juice Bars & Smoothies','University City',Philadelphia,PA,3,1.5,39.9519037,-75.1994966
Smokin' Dick's BBQ,4743 University Way NE University District Seattle WA 98105,'University of Washington','Barbeque' 'Restaurants','University District',Seattle,WA,6,2.5,47.6642995,-122.3132225
Paradise of India,87 Main St Amherst MA 01002,'University of Massachusetts - Amherst','Indian' 'Restaurants',,Amherst,MA,12,3,42.375688,-72.5179852
Christie Clinic,101 W University Ave Champaign IL 61820,'University of Illinois - Urbana-Champaign',,,Champaign,IL,3,2.5,40.115808,-88.2442925
DC GlassWorks,5346 46th Avenue Hyattsville MD 20781,'University of Maryland - College Park','Art Schools' 'Specialty Schools' 'Education',,Hyattsville,MD,2,5,38.956063,-76.936204
Talecris Plasma Resource,24 E Green Champaign Ste 16 Champaign IL 61820,'University of Illinois - Urbana-Champaign','Medical Centers' 'Health and Medical',,Champaign,IL,2,3.5,40.110524,-88.241673
Paint Branch Golf Course,4690 University Blvd College Park MD 20740,'University of Maryland - College Park','Active Life' 'Golf',,College Park,MD,2,4,39.0014787,-76.9340324
Harvard Square Eye Care,495 Massachusetts Ave Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Optometrists' 'Health and Medical','Central Square',Cambridge,MA,4,3,42.3640855,-71.1014989
The Levy Tennis Pavilion,240 S 31st St University City Philadelphia PA 19104,'University of Pennsylvania','Active Life' 'Tennis','University City',Philadelphia,PA,2,5,39.9509213,-75.1875222
Thrifty Cleaners,310 N Craig St Oakland Pittsburgh PA 15213,'Carnegie Mellon University','Local Services' 'Dry Cleaning & Laundry' 'Sewing & Alterations','Oakland',Pittsburgh,PA,7,4,40.4523318,-79.9521773
George Russell Hall,1414 NE 42nd St University District Seattle WA 98105,'University of Washington','Home Services' 'Real Estate' 'Apartments','University District',Seattle,WA,3,1.5,47.6583291,-122.3125406
Shoesurfing,746 Higuera St San Luis Obispo CA 93403,'California Polytechnic State University','Fashion' 'Shopping' 'Shoe Stores',,San Luis Obispo,CA,3,3,35.2794522,-120.6638099
Rbc Centura,841 Willow Dr Chapel Hill NC 27514,'University of North Carolina - Chapel Hill','Banks & Credit Unions' 'Financial Services' 'Mortgage Brokers' 'Home Services' 'Real Estate',,Chapel Hill,NC,3,2,35.9276,-79.030415
Middle of Muir,9500 Gilman Dr La Jolla CA 92092,'University of California - San Diego','Food' 'Grocery',,La Jolla,CA,5,5,32.877353,-117.229749
Potbelly's Sandwich Works,300 S State St Downtown Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Sandwiches' 'Restaurants','Downtown Ann Arbor',Ann Arbor,MI,26,4,42.2792391,-83.7409542
University Florist and Gift Shop,124 E Franklin St Chapel Hill NC 27514,'University of North Carolina - Chapel Hill','Flowers & Gifts' 'Shopping' 'Florists',,Chapel Hill,NC,4,5,35.913196,-79.0547239
Anna's Taqueria,MIT Stratton Student Center 84 Massachusetts Ave Kendall Square/MIT Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Mexican' 'Restaurants','Kendall Square/MIT',Cambridge,MA,107,3.5,42.359083,-71.094761
Sotto 128 Restaurant,128 Nassau St Princeton NJ 08542,'Princeton University','Italian' 'Restaurants',,Princeton,NJ,13,4,40.3499565,-74.6587211
Midvale Plaza II,527 Midvale Ave Westwood Los Angeles CA 90024,'University of California - Los Angeles','Home Services' 'Real Estate' 'Apartments','Westwood',Los Angeles,CA,6,2.5,34.067463,-118.452664
Seven Saints,32 E Chester St Champaign IL 61820,'University of Illinois - Urbana-Champaign','Bars' 'American (Traditional)' 'Pubs' 'Burgers' 'Nightlife' 'Lounges' 'Restaurants',,Champaign,IL,78,3.5,40.116448,-88.241984
Spa 858,4130 La Jolla Village Dr Ste #105 La Jolla CA 92037,'University of California - San Diego','Day Spas' 'Beauty and Spas',,La Jolla,CA,3,2,32.8720144,-117.2175542
Gentile Matthew OD,4150 Regents Park Row Ste 160 La Jolla CA 92037,'University of California - San Diego','Optometrists' 'Health and Medical',,La Jolla,CA,2,3,32.8732257,-117.2176194
Two Cooks Catering,PO Box 4701 San Luis Obispo CA 93403,'California Polytechnic State University','Personal Chefs' 'Event Planning & Services' 'Caterers',,San Luis Obispo,CA,5,5,35.28,-120.66
New Century Carry Out & Resturant,5400 Queens Chapel Rd Hyattsville MD 20782,'University of Maryland - College Park','Chicken Wings' 'Chinese' 'Restaurants',,Hyattsville,MD,5,4,38.9558526,-76.9623438
Beard Papa's,2399 Telegraph Ave Telegraph Ave Berkeley CA 94701,'University of California at Berkeley','Food' 'Desserts','Telegraph Ave' 'UC Campus Area',Berkeley,CA,69,3,37.8670217,-122.2587134
Subway,36 JFK St Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Sandwiches' 'Restaurants','Harvard Square',Cambridge,MA,14,3,42.37264624,-71.11958742
Robeks,10260 Baltimore Ave Ste 1 College Park MD 20740,'University of Maryland - College Park','Food' 'Juice Bars & Smoothies',,College Park,MD,6,4,39.0216689,-76.9251925
Cafe Aroma,33 Erb Street W Waterloo ON N2L 1S8,'University of Waterloo','Food',,Waterloo,ON,2,4.5,43.4648096,-80.5238819
Crimson Cottage,415 W Foothill Blvd Ste 309 Claremont CA 91711,'Harvey Mudd College','Shopping' 'Home & Garden' 'Furniture Stores',,Claremont,CA,3,5,34.1071701,-117.7205306
Cafe la France,65 Weybosset St DownCity Providence RI 02903,'Brown University','Cafes' 'Restaurants','DownCity',Providence,RI,4,3,41.8237161,-71.4099892
Bear Karaoke,2516 Durant Ave Telegraph Ave Berkeley CA 94704,'University of California at Berkeley','Nightlife' 'Karaoke','Telegraph Ave' 'UC Campus Area',Berkeley,CA,8,2.5,37.8678572,-122.2582228
Curious Tattoo,7420 Baltimore Ave College Park MD 20740,'University of Maryland - College Park','Tattoo' 'Beauty and Spas',,College Park,MD,16,4,38.98165,-76.9380718
Samson Realty,346 Wickenden St Fox Point Providence RI 02903,'Brown University',,'Fox Point',Providence,RI,7,1.5,41.819721,-71.396203
In-N-Out Gyros,2519 Durant Ave Suite C Telegraph Ave Berkeley CA 94704,'University of California at Berkeley','Greek' 'Restaurants','Telegraph Ave' 'UC Campus Area',Berkeley,CA,12,2.5,37.868236,-122.25806
Cracked The Egg Came First,Urbana IL,'University of Illinois - Urbana-Champaign','Food' 'Street Vendors',,Urbana,IL,4,5,40.1105875,-88.2072697
Herron Larry D MD Central Coast Spine Institute,862 Meinecke Ave Ste 100 San Luis Obispo CA 93405,'California Polytechnic State University','Doctors' 'Orthopedists' 'Health and Medical',,San Luis Obispo,CA,2,3,35.292954,-120.668828
Ontology,956 Monterey San Luis Obispo CA 93401,'California Polytechnic State University','Shopping' 'Home Decor' 'Home & Garden' 'Furniture Stores',,San Luis Obispo,CA,10,5,35.2814779,-120.6619105
Five Guys Famous Burgers and Fries,6451 America Blvd #101 Hyattsville MD 20782,'University of Maryland - College Park','Burgers' 'Fast Food' 'Restaurants',,Hyattsville,MD,16,4,38.9676208,-76.9521166
Hair Stream,143 D N Harvard Ave Claremont CA 91711,'Harvey Mudd College','Hair Salons' 'Beauty and Spas',,Claremont,CA,9,5,34.0952858,-117.7164378
Potbelly Sandwich Shop,2316 Guadalupe St The Drag Austin TX 78705,'University of Texas - Austin','Delis' 'American (Traditional)' 'Sandwiches' 'Restaurants','The Drag' 'West Campus' 'University of Texas',Austin,TX,46,4,30.2868911,-97.7418297
Weissburg Roberta Leathers,5415 Walnut St Shadyside Pittsburgh PA 15232,'Carnegie Mellon University','Leather Goods' 'Fashion' 'Shopping','Shadyside',Pittsburgh,PA,2,4.5,40.4508993,-79.9349527
Brooklyn Frame Shop,4733 Brooklyn Ave NE University District Seattle WA 98105,'University of Washington',,'University District',Seattle,WA,2,2.5,47.664073,-122.314515
Le Anh Chinese Food,3600 Spruce Street University City Philadelphia PA 19104,'University of Pennsylvania','Chinese' 'Restaurants','University City',Philadelphia,PA,7,2,39.9507933,-75.1953354
Kawayan,2134 Oxford St Downtown Berkeley Berkeley CA 94705,'University of California at Berkeley','Filipino' 'Restaurants','Downtown Berkeley' 'UC Campus Area',Berkeley,CA,12,3.5,37.8702654,-122.2658918
La Jolla Dental Group,8950 Villa La Jolla Dr Ste B-120 La Jolla CA 92037,'University of California - San Diego','Health and Medical' 'Dentists' 'General Dentistry',,La Jolla,CA,12,1,32.870735,-117.236132
Boston Market,5200 Baum Blvd Bloomfield Pittsburgh PA 15224,'Carnegie Mellon University','American (Traditional)' 'Sandwiches' 'Restaurants','Bloomfield',Pittsburgh,PA,5,4,40.4559496,-79.9417006
Subway Sandwiches of Downtown Providence,55 Eddy St DownCity Providence RI 02903,'Brown University','Sandwiches' 'Restaurants','DownCity',Providence,RI,3,1,41.8237173,-71.4129935
Heroes Restaurant,131 Yale Ave Claremont CA 91711,'Harvey Mudd College','Burgers' 'Restaurants',,Claremont,CA,178,3,34.095313,-117.718145
Veggie Heaven,1914 Guadalupe St Ste A The Drag Austin TX 78705,'University of Texas - Austin','Vegetarian' 'Restaurants','The Drag' 'West Campus' 'University of Texas',Austin,TX,270,3.5,30.2826443,-97.7422473
Barber on 24th,2401 Lombard St Rittenhouse Square Philadelphia PA 19146,'University of Pennsylvania','Hair Salons' 'Barbers' 'Beauty and Spas','Rittenhouse Square' 'Fitler Square',Philadelphia,PA,24,4,39.9466785,-75.1806039
Charlie's 404 Deli,404 Benefit St Fox Point Providence RI 02903,'Brown University','Food' 'Internet Cafes','Fox Point',Providence,RI,2,3.5,41.82027,-71.401734
UPMC Eye Center,3616 Forbes Ave Oakland Pittsburgh PA 15213,'Carnegie Mellon University','Optometrists' 'Ophthalmologists' 'Health and Medical' 'Doctors','Oakland',Pittsburgh,PA,2,3,40.44098655,-79.95777726
Maryland Book Exchange,4500 College Ave Ste 218 College Park MD 20740,'University of Maryland - College Park','Shopping' 'Arts & Crafts' 'Books Mags Music and Video' 'Sporting Goods' 'Bookstores' 'Art Supplies',,College Park,MD,6,3.5,38.9819772,-76.9370459
New Oakland Tailor,234 Meyran Ave Oakland Pittsburgh PA 15213,'Carnegie Mellon University','Local Services' 'Sewing & Alterations','Oakland',Pittsburgh,PA,4,4.5,40.439456,-79.957408
The North Face,2682 NE Village Ln University District Seattle WA 98105,'University of Washington','Sporting Goods' 'Fashion' 'Shopping' 'Sports Wear' 'Outdoor Gear','University District',Seattle,WA,7,3.5,47.6624444,-122.29805
Encore Records,54 Queen St S Kitchener ON N2G 1V6,'University of Waterloo','Music & DVDs' 'Books Mags Music and Video' 'Shopping',,Kitchener,ON,3,4.5,43.4491195,-80.4896664
Associated,2296 Frederick Douglass Boulevard Harlem New York NY 10027,'Columbia University','Food' 'Grocery','Harlem',New York,NY,2,1,40.8092115,-73.9518699
Ambiance the Salon,548 S Lake Ave Pasadena Pasadena CA 91101,'California Institute of Technology','Hair Salons' 'Day Spas' 'Skin Care' 'Beauty and Spas','Pasadena',Pasadena,CA,19,3,34.1363706,-118.1321845
La Flor Blanca Restaurant,320 W Vernon Avenue South Los Angeles Los Angeles CA 90037,'University of Southern California','Restaurants','South Los Angeles' 'South East LA',Los Angeles,CA,4,4,34.0037838,-118.2788617
Carnegie Museum of Natural History,4400 Forbes Ave Oakland Pittsburgh PA 15213,'Carnegie Mellon University','Museums' 'Arts & Entertainment','Oakland',Pittsburgh,PA,12,5,40.443628,-79.950626
Flavour Cafe & Lounge,228 4th St Troy NY 12180,'Rensselaer Polytechnic Institute','Food' 'Breakfast & Brunch' 'Coffee & Tea' 'Sandwiches' 'Restaurants',,Troy,NY,24,4,42.724569,-73.690453
Coverings,770 Higuera St San Luis Obispo CA 93401,'California Polytechnic State University',"u""Women's Clothing"" 'Fashion' 'Shopping' 'Accessories'",,San Luis Obispo,CA,23,3.5,35.2795907,-120.6635614
Cashmere Bites,2609B Brighton Ave South Los Angeles Los Angeles CA 90018,'University of Southern California','Specialty Schools' 'Education' 'Cooking Schools','South Los Angeles',Los Angeles,CA,17,4.5,34.0325764,-118.3015262
Mudo,9 JFK St Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University',"u""Women's Clothing"" 'Fashion' 'Shopping' 'Shoe Stores'",'Harvard Square',Cambridge,MA,14,3,42.3734126,-71.1194686
Beadles Cafeteria,825 E Green St Pasadena Pasadena CA 91101,'California Institute of Technology',,'Pasadena',Pasadena,CA,6,3.5,34.1445298,-118.1331004
Cvs Pharmacy,76 N Pleasant St Amherst MA 01002,'University of Massachusetts - Amherst','Shopping' 'Drugstores',,Amherst,MA,3,2,42.3768631,-72.5201873
House of Pita Hanan,38th & Walnut St University City Philadelphia PA 19104,'University of Pennsylvania','Middle Eastern' 'Restaurants','University City',Philadelphia,PA,14,3.5,39.9536482,-75.1987871
Agile Physical Therapy,2450 El Camino Real Ste 101 Palo Alto CA 94309,'Stanford University','Health and Medical' 'Physical Therapy',,Palo Alto,CA,6,4.5,37.42,-122.17
Anita Carmen Choy MD,1101 Welch Rd Palo Alto CA 94304,'Stanford University','Allergists' 'Doctors' 'Health and Medical',,Palo Alto,CA,9,5,37.434956,-122.1782014
William Penn Jewelers & Engravers,1837 Murray Ave Squirrel Hill Pittsburgh PA 15217,'Carnegie Mellon University','Shopping' 'Jewelry','Squirrel Hill',Pittsburgh,PA,5,2.5,40.4362284,-79.9227558
Screen Depot,2123 S Main St Los Angeles CA 90007,'University of Southern California','Local Services' 'Screen Printing' 'Printing Services',,Los Angeles,CA,11,4.5,34.028559,-118.2664958
Calbi,15th and San Antonio Downtown Austin TX 78701,'University of Texas - Austin','Asian Fusion' 'Mexican' 'Restaurants','Downtown',Austin,TX,3,4,30.2781688,-97.7440804
Village Creperie,703 Belmont Avenue West Kitchener ON N2M 1P1,'University of Waterloo','Breakfast & Brunch' 'Creperies' 'French' 'Restaurants',,Kitchener,ON,4,4.5,43.4538387,-80.5183119
Najafi Design Event Lighting,Westwood Los Angeles CA 90024,'University of California - Los Angeles','Wedding Planning' 'Event Planning & Services' 'Party & Event Planning','Westwood',Los Angeles,CA,4,5,34.0731086,-118.4402618
The Pilates Principle,578 New Loudon Rd Latham NY 12110,'Rensselaer Polytechnic Institute','Active Life' 'Pilates' 'Gyms' 'Trainers' 'Fitness & Instruction',,Latham,NY,3,4,42.7260022,-73.7601565
Longhorn Pediatrics,2911 Medical Arts St Ste 20 University of Texas Austin TX 78705,'University of Texas - Austin','Doctors' 'Health and Medical' 'Pediatricians','University of Texas',Austin,TX,5,3.5,30.287911,-97.727715
Lee Properties,2200 Rio Grande St West Campus Austin TX 78705,'University of Texas - Austin','Property Management' 'Home Services' 'Real Estate','West Campus' 'University of Texas',Austin,TX,3,2.5,30.2853514,-97.7450605
Renaissance Atlanta Hotel Downtown,590 W Peachtree St NW Downtown Atlanta GA 30308,'Georgia Institute of Technology','Hotels & Travel' 'Event Planning & Services' 'Hotels','Downtown',Atlanta,GA,5,3,33.7703687,-84.3875777
Kedeshian Paul MD,200 Medical Plaza Suite 550 Westwood Los Angeles CA 90095,'University of California - Los Angeles','Doctors' 'Ear Nose & Throat' 'Health and Medical','Westwood',Los Angeles,CA,3,3.5,34.0687617,-118.4449415
massmouth,899 Main St Central Square Cambridge MA 02139,'Massachusetts Institute of Technology' 'Harvard University','Arts & Entertainment','Central Square',Cambridge,MA,4,4.5,42.3635443,-71.0995001
Elite FX Studios,2515 Wroxton St West University Houston TX 77005,'Rice University','Active Life' 'Trainers' 'Fitness & Instruction','West University',Houston,TX,12,4.5,29.7244622,-95.417266
Ben Taub General Hospital,1504 Taub Loop Medical Center Houston TX 77030,'Rice University','Hospitals' 'Health and Medical','Medical Center',Houston,TX,7,3,29.7116443,-95.3942537
Caribou Coffee Company,110 W Franklin St Chapel Hill NC 27516,'University of North Carolina - Chapel Hill','Food' 'Coffee & Tea',,Chapel Hill,NC,18,3.5,35.912906,-79.0564189
UCLA Faculty Dental Practice,100 UCLA Medical Plz Ste 350 Westwood Westwood CA 90024,'University of California - Los Angeles','Dentists' 'Health and Medical','Westwood',Westwood,CA,4,3,34.065483,-118.445744
Teresa Caffe,23 Palmer Sq E Princeton NJ 08542,'Princeton University','Wine Bars' 'Bars' 'Italian' 'Nightlife' 'Restaurants',,Princeton,NJ,173,4,40.3505087,-74.6608234
PC Genie,715 W 23rd St Ste G West Campus Austin TX 78705,'University of Texas - Austin','Local Services' 'IT Services & Computer Repair','West Campus' 'University of Texas',Austin,TX,15,5,30.287284,-97.746238
Gohyang Singing Rooms,115 Russell St Hadley MA 01035,'University of Massachusetts - Amherst',,,Hadley,MA,2,4.5,42.341923,-72.593799
Fat Philly's Wings & Things,249 Ivan Allen Jr Blvd Atlanta GA 30313,'Georgia Institute of Technology','Chicken Wings' 'Cheesesteaks' 'Sandwiches' 'Restaurants',,Atlanta,GA,5,2,33.7648329,-84.395453
Culver's,340 N Creasy Ln Lafayette IN 47905,'Purdue University','Food' 'Ice Cream & Frozen Yogurt' 'American (New)' 'Restaurants',,Lafayette,IN,5,4,40.4210939,-86.839566
Atlanta Dental Center,620 Peachtree Street NE Midtown Atlanta GA 30308,'Georgia Institute of Technology','Health and Medical' 'Dentists' 'General Dentistry','Midtown',Atlanta,GA,3,3.5,33.7712978,-84.3857011
Am-Ko Oriental Foods & Gifts,101 E Springfield Ave Champaign IL 61820,'University of Illinois - Urbana-Champaign','Food' 'Grocery',,Champaign,IL,13,4,40.112538,-88.238638
Divine Providence Massage,207 Wickenden St Fox Point Providence RI 02903,'Brown University','Massage' 'Beauty and Spas','Fox Point',Providence,RI,4,4,41.8193492,-71.3991478
Oishii Bento,119 Oakland Ave Oakland Pittsburgh PA 15213,'Carnegie Mellon University','Korean' 'Sushi Bars' 'Japanese' 'Restaurants','Oakland',Pittsburgh,PA,71,4,40.4418663,-79.9571737
Land Yoga,2116 Frederick Douglass Blvd Harlem Manhattan NY 10026,'Columbia University','Active Life' 'Yoga' 'Fitness & Instruction','Harlem',Manhattan,NY,3,5,40.8032309,-73.955859
Accurate Autoworks,26 N Hill Ave Pasadena Pasadena CA 91106,'California Institute of Technology','Auto Repair' 'Automotive','Pasadena',Pasadena,CA,11,3.5,34.1464987,-118.1212156
Wai Lee Chinese Restaurant,940 Amsterdam Ave Manhattan Valley New York NY 10025,'Columbia University','Chinese' 'Restaurants','Manhattan Valley',New York,NY,38,3.5,40.8007695,-73.9657004
Raja Rani Fine Indian Cuisine,400 S Division St Downtown Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Pakistani' 'Indian' 'Restaurants','Downtown Ann Arbor',Ann Arbor,MI,61,3.5,42.27918217,-83.74380112
Slought Foundation,4017 Walnut St University City Philadelphia PA 19104,'University of Pennsylvania','Arts & Entertainment' 'Art Galleries' 'Shopping','University City' 'Spruce Hill',Philadelphia,PA,2,5,39.9542917,-75.2035178
Mighty Good Coffee Cafe,217 N Main St Kerrytown Ann Arbor Ann Arbor MI 48104,'University of Michigan - Ann Arbor','Food' 'Coffee & Tea','Kerrytown Ann Arbor',Ann Arbor,MI,41,4,42.2828364,-83.7484692
Souplantation,201 S Lake Ave Pasadena Pasadena CA 91101,'California Institute of Technology','Soup' 'Vegetarian' 'Buffets' 'Restaurants','Pasadena',Pasadena,CA,151,3,34.1424559,-118.132499
Hungarian Pastry Shop,1030 Amsterdam Ave Morningside Heights New York NY 10025,'Columbia University','Food' 'Bakeries' 'Coffee & Tea','Morningside Heights',New York,NY,243,3.5,40.8035488,-73.9636867
Waffallonia,1707 Murray Ave Squirrel Hill Pittsburgh PA 15217,'Carnegie Mellon University','Breakfast & Brunch' 'American (New)' 'Restaurants','Squirrel Hill',Pittsburgh,PA,56,4.5,40.4377104,-79.9228343
Econo Lodge of Latham,622 Watervliet Shaker Rd Latham NY 12110,'Rensselaer Polytechnic Institute','Hotels & Travel' 'Event Planning & Services' 'Hotels',,Latham,NY,2,4,42.7372299,-73.7674897
The Guanaquita Restaurant,273 King Street W Upper Kitchener ON N2G 1B1,'University of Waterloo','Latin American' 'Mexican' 'Salvadoran' 'Restaurants',,Kitchener,ON,2,5,43.4515083,-80.4942097
Smoothie King,5410 Kirby West University Houston TX 77005,'Rice University','Food' 'Juice Bars & Smoothies','West University',Houston,TX,3,2.5,29.723346,-95.418792
Pi Lam,3914 Spruce St University City Philadelphia PA 19104,'University of Pennsylvania','Arts & Entertainment' 'Nightlife' 'Music Venues','University City',Philadelphia,PA,10,4.5,39.9510888,-75.2016381
Bin Fifty-Four,Glen Lennox Shopping Center 1201-M Raleigh Rd Chapel Hill NC 27517,'University of North Carolina - Chapel Hill','Steakhouses' 'Restaurants',,Chapel Hill,NC,41,4,35.9062374,-79.0188938
Providence River Boat Co,99 Orange St DownCity Providence RI 02903,'Brown University',,'DownCity',Providence,RI,3,5,41.822601,-71.4094439
City Wine Tours,One Mifflin Pl Ste 400 Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Food' 'Hotels & Travel' 'Tours' 'Beer Wine & Spirits','Harvard Square',Cambridge,MA,8,5,42.3735374,-71.1218665
Universal Fabric Center,2530 Times Blvd West University Houston TX 77005,'Rice University','Arts & Crafts' 'Shopping' 'Fabric Stores','West University',Houston,TX,2,2,29.7167983,-95.4178039
710 Peachtree,710 Peachtree St NE Midtown Atlanta GA 30308,'Georgia Institute of Technology','Home Services' 'Real Estate' 'Apartments','Midtown',Atlanta,GA,9,2,33.774062,-84.385486
Kilpatrick's Publick House,130 E Seneca St Ithaca NY 14850,'Cornell University','American (Traditional)' 'Restaurants',,Ithaca,NY,20,3.5,42.440541,-76.497537
Amtrak,45 E University Ave Champaign IL 61820,'University of Illinois - Urbana-Champaign','Hotels & Travel' 'Transportation',,Champaign,IL,7,3,40.11566,-88.241458
Styles Tailor & Alternations,2529 University Blvd West University Houston TX 77005,'Rice University','Local Services' 'Sewing & Alterations','West University',Houston,TX,3,3.5,29.7149313,-95.4178749
Chronic Cantina,220 S Central Ave Upland CA 91786,'Harvey Mudd College','Mexican' 'Restaurants',,Upland,CA,8,3,34.0967715,-117.6895522
Balanced Therapies,226 W. Foothill Blvd. Ste. E Claremont CA 91711,'Harvey Mudd College','Massage' 'Beauty and Spas',,Claremont,CA,2,5,34.107035,-117.7178735
Code 7 Los Angeles,2614 S Main Street Los Angeles CA 90007,'University of Southern California',,,Los Angeles,CA,4,3,34.0242714,-118.2688407
Hey Taxi,West Lafayette IN 47996,'Purdue University','Hotels & Travel' 'Taxis' 'Transportation',,West Lafayette,IN,3,2,40.4167,-86.8751
Flax Pen to Paper,1078 Gayley Ave Westwood Los Angeles CA 90024,'University of California - Los Angeles','Cards & Stationery' 'Arts & Crafts' 'Flowers & Gifts' 'Shopping' 'Event Planning & Services','Westwood',Los Angeles,CA,41,4.5,34.0607641,-118.4467615
Leon W Lipson MD,900 Welch Rd Ste 103 Palo Alto CA 94304,'Stanford University','Doctors' 'Ear Nose & Throat' 'Health and Medical',,Palo Alto,CA,8,4.5,37.436651,-122.1782
The Cooperage,University of California Los Angeles Ackerman Union A-Level Westwood Los Angeles CA 90024,'University of California - Los Angeles','Sandwiches' 'Restaurants','Westwood',Los Angeles,CA,5,3,34.0631451,-118.4367551
Northwood Apartments,700 Warren Rd Ithaca NY 14853,'Cornell University','Home Services' 'Real Estate' 'Apartments',,Ithaca,NY,3,3,42.4877403,-76.4726329
Uncle Sam Bikeway,8th St & Middleburgh St Troy NY 12180,'Rensselaer Polytechnic Institute','Active Life' 'Parks',,Troy,NY,2,4.5,42.745617,-73.679779
He's Not Here,112 W Franklin St Chapel Hill NC 27516,'University of North Carolina - Chapel Hill','Dive Bars' 'Bars' 'Nightlife',,Chapel Hill,NC,30,3.5,35.9128752,-79.0564988
Harvard Art Museums,485 Broadway Harvard Square Cambridge MA 02138,'Massachusetts Institute of Technology' 'Harvard University','Museums' 'Arts & Entertainment','Harvard Square',Cambridge,MA,8,4.5,42.3746611,-71.1141212
Red Hot Pottery,940 Chorro St San Luis Obispo CA 93401,'California Polytechnic State University','Art Schools' 'Specialty Schools' 'Education' 'Event Planning & Services' 'Party & Event Planning',,San Luis Obispo,CA,6,3.5,35.2807144,-120.6636048
Greenbelt Marriott,6400 Ivy Ln Greenbelt MD 20770,'University of Maryland - College Park','Hotels & Travel' 'Event Planning & Services' 'Hotels',,Greenbelt,MD,14,4,39.0093936,-76.8959738
Pig Pit BBQ,1 Niver St Cohoes NY 12047,'Rensselaer Polytechnic Institute','American (Traditional)' 'Restaurants',,Cohoes,NY,30,4,42.7601729,-73.6979138
Sno Beach,34th and Guadalupe University of Texas Austin TX 78705,'University of Texas - Austin','Food' 'Ice Cream & Frozen Yogurt','University of Texas',Austin,TX,73,4.5,30.293042,-97.737245
Charlie G's 11th Street Pub,1041 W Peachtree St NW Midtown Atlanta GA 30309,'Georgia Institute of Technology','Pubs' 'Bars' 'American (Traditional)' 'Nightlife' 'Restaurants','Midtown',Atlanta,GA,32,3.5,33.78300859,-84.38719869
The Porch At 30th Street Station,2955 Market St University City Philadelphia PA 19104,'University of Pennsylvania','Food' 'Landmarks & Historical Buildings' 'Farmers Market' 'Public Services & Government','University City',Philadelphia,PA,2,4.5,39.954622,-75.185108
Thai Dish,636 Beacon St Boston MA 02215,'Massachusetts Institute of Technology' 'Harvard University','Thai' 'Restaurants',,Boston,MA,57,3.5,42.349416,-71.095166
